Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	2770982	2771095	+	GBJ002_02877	rpmJ	50S ribosomal protein L36	BlastRules:WP_000868344, COG:COG0257, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:1990904, KEGG:K02919, RefSeq:WP_000868344.1, SO:0001217, UniParc:UPI000018DCB3, UniRef:UniRef100_Q81J20, UniRef:UniRef50_P07841, UniRef:UniRef90_P07841
chromosome	cds	2771117	2771482	+	GBJ002_02878	rpsM	30S ribosomal protein S13	BlastRules:WP_000090788, COG:COG0099, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0005829, GO:0005840, GO:0006412, GO:0015935, GO:0019843, KEGG:K02952, RefSeq:WP_000090792.1, SO:0001217, UniParc:UPI000188BDD1, UniRef:UniRef100_B7IT44, UniRef:UniRef50_P20282, UniRef:UniRef90_P62175
chromosome	cds	2771507	2771896	+	GBJ002_02879	rpsK	30S ribosomal protein S11	BlastRules:WP_000101799, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_000101797.1, SO:0001217, UniParc:UPI000188BDD2, UniRef:UniRef100_B7IT45, UniRef:UniRef50_A9VPA3, UniRef:UniRef90_A9VPA3
chromosome	cds	2772077	2773021	+	GBJ002_02880	rpoA	DNA-directed RNA polymerase subunit alpha	BlastRules:WP_000569643, COG:COG0202, COG:K, EC:2.7.7.6, GO:0000428, GO:0001054, GO:0001055, GO:0001056, GO:0001057, GO:0001058, GO:0001066, GO:0003677, GO:0003899, GO:0005737, GO:0006351, GO:0046983, RefSeq:WP_000569643.1, SO:0001217, UniParc:UPI000016650E, UniRef:UniRef100_Q81J18, UniRef:UniRef50_Q2FW32, UniRef:UniRef90_Q81J18
chromosome	cds	2773057	2773419	+	GBJ002_02881	rplQ	50S ribosomal protein L17	BlastRules:WP_000331490, COG:COG0203, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0022625, KEGG:K02879, RefSeq:WP_000331490.1, SO:0001217, UniParc:UPI000018DCB6, UniRef:UniRef100_Q81J17, UniRef:UniRef50_P20277, UniRef:UniRef90_Q81J17
chromosome	cds	2773523	2774365	+	GBJ002_02882	ecfA1	energy-coupling factor ABC transporter ATP-binding protein	COG:COG1122, COG:PR, EC:7.-.-.-, GO:0005524, GO:0016020, GO:0016887, GO:0042626, GO:0043190, GO:0055085, RefSeq:WP_000711763.1, SO:0001217, UniParc:UPI0001A173FD, UniRef:UniRef100_A0A9W7QUI6, UniRef:UniRef50_A2RI01, UniRef:UniRef90_Q81VQ2
chromosome	cds	2774341	2775222	+	GBJ002_02883	ecfA2	energy-coupling factor ABC transporter ATP-binding protein	COG:COG1122, COG:PR, EC:7.-.-.-, GO:0005524, GO:0016020, GO:0016887, GO:0042626, GO:0043190, GO:0055085, RefSeq:WP_000406530.1, SO:0001217, UniParc:UPI00027B3A8D, UniRef:UniRef100_A0AB35PGU5, UniRef:UniRef50_A2RI02, UniRef:UniRef90_Q81VQ1
chromosome	cds	2775210	2776004	+	GBJ002_02884	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	COG:COG0619, COG:H, RefSeq:WP_001186530.1, SO:0001217, UniParc:UPI00005B42DA, UniRef:UniRef100_A0A9W7V455, UniRef:UniRef50_B9E9M1, UniRef:UniRef90_A0A1J9ZY21
chromosome	cds	2776019	2776762	+	GBJ002_02885	truA	tRNA pseudouridine(38-40) synthase TruA	BlastRules:WP_001995175, EC:5.4.99.12, GO:0001522, GO:0003723, GO:0009451, GO:0009982, GO:0031119, GO:0160147, KEGG:K06173, RefSeq:WP_002084072.1, SO:0001217, UniParc:UPI00027917CB, UniRef:UniRef100_A0A9W3JLF3, UniRef:UniRef50_Q814C2, UniRef:UniRef90_Q814C2
chromosome	cds	2776915	2777352	+	GBJ002_02886	rplM	50S ribosomal protein L13	BlastRules:WP_001260793, COG:COG0102, COG:J, GO:0003729, GO:0003735, GO:0005840, GO:0006412, GO:0017148, GO:0022625, KEGG:K02871, RefSeq:WP_001260795.1, SO:0001217, UniParc:UPI00016B8433, UniRef:UniRef100_B7IT52, UniRef:UniRef50_Q110D4, UniRef:UniRef90_Q81J13
chromosome	cds	2777374	2777766	+	GBJ002_02887	rpsI	30S ribosomal protein S9	BlastRules:WP_000079988, COG:COG0103, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:0022627, KEGG:K02996, RefSeq:WP_000079986.1, SO:0001217, UniParc:UPI000018DCBB, UniRef:UniRef100_Q81J12, UniRef:UniRef50_A8F9B9, UniRef:UniRef90_Q81VP8
chromosome	cds	2777928	2778356	+	GBJ002_02888	ybaK	KINB signaling pathway activation protein	COG:COG5870, COG:DK, RefSeq:WP_001101005.1, SO:0001217, UniParc:UPI000018DCBC, UniRef:UniRef100_A0A9Q1ZVW9, UniRef:UniRef50_A0A090YK34, UniRef:UniRef90_A0A090YK34
chromosome	cds	2778423	2779136	+	GBJ002_02889	cwlD	N-acetylmuramoyl-L-alanine amidase CwlD	COG:COG0860, COG:M, EC:3.5.1.28, GO:0008745, GO:0030436, KEGG:K01448, RefSeq:WP_000822437.1, SO:0001217, UniParc:UPI00016B8434, UniRef:UniRef100_A0A9X7J715, UniRef:UniRef50_A0A1Y9THC7, UniRef:UniRef90_A0A084ITR1
chromosome	cds	2779281	2780348	+	GBJ002_02890	mrp	Iron-sulfur cluster carrier protein	COG:COG0489, COG:D, RefSeq:WP_000256626.1, SO:0001217, UniParc:UPI00016B8435, UniRef:UniRef100_A0A9Q1ZYM9, UniRef:UniRef50_A0A089IP75, UniRef:UniRef90_A0A0A0X160
chromosome	cds	2780517	2781134	-	GBJ002_02891	gerD	spore germination lipoprotein GerD	COG:COG5904, COG:D, GO:0009847, KEGG:K06294, RefSeq:WP_000821601.1, SO:0001217, UniParc:UPI00005B447D, UniRef:UniRef100_A0A9Q7J927, UniRef:UniRef50_J8AG66, UniRef:UniRef90_J8FCE5
chromosome	cds	2781274	2781885	+	GBJ002_02892	kbaA	KinB signaling pathway activation protein KbaA	BlastRules:WP_001088508, COG:COG5810, COG:DT, KEGG:K06349, RefSeq:WP_001088529.1, SO:0001217, UniParc:UPI0001A1F40A, UniRef:UniRef100_A0AB35PD36, UniRef:UniRef50_B7HJJ6, UniRef:UniRef90_B7HJJ6
chromosome	cds	2782005	2782769	-	GBJ002_02893	pdaB	polysaccharide deacetylase family sporulation protein PdaB	COG:COG0726, COG:GM, GO:0030436, RefSeq:WP_000464716.1, SO:0001217, UniParc:UPI00005B5478, UniRef:UniRef100_A0A9Q1W1M1, UniRef:UniRef50_P50865, UniRef:UniRef90_A0A5M9GIE0
chromosome	cds	2782940	2783158	+	GBJ002_02894		Group-specific protein	RefSeq:WP_000901146.1, SO:0001217, UniParc:UPI00005B41DC, UniRef:UniRef100_A0A9X0W3J9, UniRef:UniRef50_Q81J06, UniRef:UniRef90_A0A0J7D395
chromosome	rRNA	2783384	2784935	+	GBJ002_02895	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
chromosome	rRNA	2785082	2788003	+	GBJ002_02896	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
chromosome	rRNA	2788094	2788209	+	GBJ002_02897	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
chromosome	tRNA	2788219	2788293	+	GBJ002_02898	trnN	tRNA-Asn(gtt)	SO:0000257
chromosome	tRNA	2788298	2788370	+	GBJ002_02899	trnT	tRNA-Thr(ggt)	SO:0000270
chromosome	tRNA	2788392	2788466	+	GBJ002_02900	trnE	tRNA-Glu(ttc)	SO:0000259
chromosome	tRNA	2788472	2788547	+	GBJ002_02901	trnV	tRNA-Val(tac)	SO:0000273
chromosome	tRNA	2788564	2788647	+	GBJ002_02902	trnY	tRNA-Tyr(gta)	SO:0000272
chromosome	tRNA	2788713	2788787	+	GBJ002_02903	trnQ	tRNA-Gln(ttg)	SO:0000261
chromosome	tRNA	2788793	2788868	+	GBJ002_02904	trnK	tRNA-Lys(ttt)	SO:0000265
chromosome	tRNA	2788874	2788945	+	GBJ002_02905	trnG	tRNA-Gly(gcc)	SO:0000260
chromosome	tRNA	2788956	2789028	+	GBJ002_02906	trnA	tRNA-Ala(tgc)	SO:0000254
chromosome	cds	2789146	2790291	+	GBJ002_02907	glxK	Glycerate kinase	COG:COG1929, COG:G, EC:2.7.1.165, KEGG:K00865, RefSeq:WP_000869594.1, SO:0001217, UniParc:UPI00005B4B34, UniRef:UniRef100_A0A9X6TQA8, UniRef:UniRef50_W8Y596, UniRef:UniRef90_W8Y596
chromosome	cds	2790502	2791395	+	GBJ002_02908	rocF	arginase	COG:COG0010, COG:E, EC:3.5.3.1, GO:0004053, GO:0019547, GO:0046872, KEGG:K01476, RefSeq:WP_000711565.1, SO:0001217, UniParc:UPI00005B3E5D, UniRef:UniRef100_A0A9W7UNG9, UniRef:UniRef50_P39138, UniRef:UniRef90_A0A084IUB1
chromosome	cds	2791644	2792465	+	GBJ002_02909	cdaA	diadenylate cyclase CdaA	COG:COG1642, COG:T, EC:2.7.7.85, GO:0004016, GO:0006171, KEGG:K18672, RefSeq:WP_001115692.1, SO:0001217, UniParc:UPI00005B528F, UniRef:UniRef100_A0A9X9E8M3, UniRef:UniRef50_Q45589, UniRef:UniRef90_A0A1J9Z4A2
chromosome	cds	2792458	2793945	+	GBJ002_02910	ybbR	YbbR-like domain-containing protein	COG:COG4856, COG:T, RefSeq:WP_000359603.1, SO:0001217, UniParc:UPI00027B3A8E, UniRef:UniRef100_A0A9X6TQW8, UniRef:UniRef50_A0A1J9USR7, UniRef:UniRef90_B7HJK2
chromosome	cds	2793938	2795284	+	GBJ002_02911	glmM	phosphoglucosamine mutase	BlastRules:WP_000521474, COG:COG1109, COG:G, EC:5.4.2.10, GO:0000287, GO:0004615, GO:0005829, GO:0005975, GO:0006048, GO:0008966, GO:0009252, RefSeq:WP_000521478.1, SO:0001217, UniParc:UPI00005B4598, UniRef:UniRef100_B7ITV9, UniRef:UniRef50_P0C0V7, UniRef:UniRef90_Q81VN7
chromosome	ncRNA-region	2795424	2795579	+			glmS glucosamine-6-phosphate activated ribozyme aptamer	RFAM:RF00234, SO:0005836
chromosome	cds	2795771	2797573	+	GBJ002_02912	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)	COG:COG0449, COG:M, EC:2.6.1.16, GO:0004360, GO:0005829, GO:0005975, GO:0006002, GO:0006047, GO:0006487, GO:0097367, GO:1901137, KEGG:K00820, RefSeq:WP_000334155.1, SO:0001217, UniParc:UPI00005B4FAE, UniRef:UniRef100_A0A9X9EAL4, UniRef:UniRef50_P0CI73, UniRef:UniRef90_Q81VN5
chromosome	cds	2797834	2799798	+	GBJ002_02913	dAP2	Acylamino-acid-releasing enzyme	COG:COG1506, COG:E, RefSeq:WP_000867577.1, SO:0001217, UniParc:UPI00016B8926, UniRef:UniRef100_A0A9X6XR78, UniRef:UniRef50_Q81J00, UniRef:UniRef90_Q81J00
chromosome	cds	2799906	2800472	+	GBJ002_02914		DUF4256 domain-containing protein	RefSeq:WP_000147385.1, SO:0001217, UniParc:UPI00005B4CBD, UniRef:UniRef100_A0A9X6YBR1, UniRef:UniRef50_A0A2S5CXI7, UniRef:UniRef90_Q81IZ9
chromosome	cds	2800545	2801051	-	GBJ002_02915	doxX	DoxX family protein	RefSeq:WP_000586149.1, SO:0001217, UniParc:UPI00005B4867, UniRef:UniRef100_B7ITW3, UniRef:UniRef50_A0A6N8HL98, UniRef:UniRef90_J9B4R6
chromosome	cds	2801445	2802221	+	GBJ002_02916	fabG	3-ketoacyl-(Acyl-carrier-protein) reductase	COG:COG1028, COG:I, RefSeq:WP_014895372.1, SO:0001217, UniParc:UPI00027B3BBE, UniRef:UniRef100_A0AB35PKV3, UniRef:UniRef50_J8XXF2, UniRef:UniRef90_J8XXF2
chromosome	cds	2802262	2802930	-	GBJ002_02917	metP	ABC transmembrane type-1 domain-containing protein	COG:COG2011, COG:E, RefSeq:WP_000428878.1, SO:0001217, UniParc:UPI00005B510F, UniRef:UniRef100_A0A9Q1VVU8, UniRef:UniRef50_R2SC47, UniRef:UniRef90_J7ZSI5
chromosome	cds	2802905	2803945	-	GBJ002_02918	metN	Methionine import ATP-binding protein MetN	RefSeq:WP_000571309.1, SO:0001217, UniParc:UPI00005B46EC, UniRef:UniRef100_A0AB35PKR9, UniRef:UniRef50_Q8GEH7, UniRef:UniRef90_A0AAP8KWC1
chromosome	cds	2803958	2804770	-	GBJ002_02919	nlpA	Lipoprotein	COG:COG1464, COG:P, KEGG:K02073, RefSeq:WP_000756989.1, SO:0001217, UniParc:UPI00005B53E7, UniRef:UniRef100_A0AAQ2KCW7, UniRef:UniRef50_A0A0N0CX73, UniRef:UniRef90_A0A084IUA2
chromosome	ncRNA-region	2804856	2804970	-			SAM riboswitch aptamer (S box leader)	RFAM:RF00162, SO:0000140
chromosome	cds	2805050	2805958	-	GBJ002_02920	qor	Enoyl reductase (ER) domain-containing protein	COG:COG0604, COG:CR, RefSeq:WP_000643850.1, SO:0001217, UniParc:UPI0002797C11, UniRef:UniRef100_A0AB35PNQ8, UniRef:UniRef50_A0A0S8BR79, UniRef:UniRef90_A0A9W5KEI7
chromosome	cds	2806115	2806879	+	GBJ002_02921		Lipoprotein	RefSeq:WP_000733608.1, SO:0001217, UniParc:UPI00005B412B, UniRef:UniRef100_A0A9X7J7A0, UniRef:UniRef50_J8XXE8, UniRef:UniRef90_Q81IZ3
chromosome	cds	2806946	2808382	+	GBJ002_02922	glcD	L-gulonolactone oxidase	COG:C, COG:COG0277, RefSeq:WP_000746278.1, SO:0001217, UniParc:UPI00005B411F, UniRef:UniRef100_A0AAQ2KD44, UniRef:UniRef50_Q796P5, UniRef:UniRef90_Q81IZ2
chromosome	cds	2808379	2808912	+	GBJ002_02923		Major facilitator superfamily (MFS) profile domain-containing protein	RefSeq:WP_000222368.1, SO:0001217, UniParc:UPI00005B4E44, UniRef:UniRef100_A0A9X0W2X1, UniRef:UniRef50_S2Y865, UniRef:UniRef90_A0AAC8N703
chromosome	cds	2808990	2810708	+	GBJ002_02924		DUF3981 domain-containing protein	RefSeq:WP_000674043.1, SO:0001217, UniParc:UPI00016B892D, UniRef:UniRef100_B7ITX2, UniRef:UniRef50_A9VPD8, UniRef:UniRef90_A9VPD8
chromosome	cds	2810889	2812085	+	GBJ002_02925	araJ	Bcr/CflA family efflux transporter	COG:COG2814, COG:G, KEGG:K07552, SO:0001217, UniParc:UPI0001A01D52, UniRef:UniRef100_A0A9W5R012, UniRef:UniRef50_A0A1Y5Z3D6, UniRef:UniRef90_A0A1Y5Z3D6
chromosome	cds	2812119	2812565	-	GBJ002_02926		Group-specific protein	RefSeq:WP_000282869.1, SO:0001217, UniParc:UPI00016B892F, UniRef:UniRef100_A0A9W7V226, UniRef:UniRef50_A0A9X6B7P0, UniRef:UniRef90_A0A9X6B7P0
chromosome	cds	2812840	2813343	+	GBJ002_02927		Lipoprotein	RefSeq:WP_000756521.1, SO:0001217, UniParc:UPI00005B4B2E, UniRef:UniRef100_A0AB35PLU3, UniRef:UniRef50_A0A9X6KW84, UniRef:UniRef90_A0A9X6KW84
chromosome	cds	2813360	2813575	-	GBJ002_02928		DUF3951 domain-containing protein	RefSeq:WP_000371396.1, SO:0001217, UniParc:UPI00005B4FB0, UniRef:UniRef100_B7ITX6, UniRef:UniRef50_A0A0A2TQH3, UniRef:UniRef90_Q81IY7
chromosome	ncRNA-region	2813745	2813850	+			SAM riboswitch aptamer (S box leader)	RFAM:RF00162, SO:0000140
chromosome	cds	2813987	2814904	+	GBJ002_02929	dppB	ABC transmembrane type-1 domain-containing protein	COG:COG0601, COG:EP, RefSeq:WP_000289327.1, SO:0001217, UniParc:UPI00027B3BBF, UniRef:UniRef100_A0AB35PK96, UniRef:UniRef50_J9BIV1, UniRef:UniRef90_J9BIV1
chromosome	cds	2814922	2815926	+	GBJ002_02930	dppC	ABC transmembrane type-1 domain-containing protein	COG:COG1173, COG:EP, RefSeq:WP_000501536.1, SO:0001217, UniParc:UPI00005B3FB5, UniRef:UniRef100_A0AB35PKH8, UniRef:UniRef50_A0A150L1G9, UniRef:UniRef90_J8AKU4
chromosome	cds	2815883	2816893	+	GBJ002_02931	dppD	ABC transporter domain-containing protein	COG:COG0444, COG:EP, RefSeq:WP_000057891.1, SO:0001217, UniParc:UPI00027B3BC0, UniRef:UniRef100_A0AB35PKT8, UniRef:UniRef50_A0A0G8BUN2, UniRef:UniRef90_A0A0G8BUN2
chromosome	cds	2816890	2817663	+	GBJ002_02932	dppF	ABC transporter domain-containing protein	COG:COG1124, COG:EP, RefSeq:WP_000205646.1, SO:0001217, UniParc:UPI00005B4B2F, UniRef:UniRef100_A0A9Q7NB62, UniRef:UniRef50_J9BK17, UniRef:UniRef90_J9BK17
chromosome	cds	2817677	2819287	+	GBJ002_02933	oppA	Solute-binding protein family 5 domain-containing protein	COG:COG4166, COG:E, KEGG:K15580, RefSeq:WP_000714110.1, SO:0001217, UniParc:UPI00016B8BBE, UniRef:UniRef100_A0A9X6XQX6, UniRef:UniRef50_J9B4Q0, UniRef:UniRef90_J9B4Q0
chromosome	cds	2819304	2819771	-	GBJ002_02934		Lipoprotein	RefSeq:WP_001221557.1, SO:0001217, UniParc:UPI00016B8BBF, UniRef:UniRef100_A0A9X6SJ81, UniRef:UniRef50_Q81IY1, UniRef:UniRef90_Q81IY1
chromosome	cds	2819944	2820159	+	GBJ002_02935		ABC transporter permease	RefSeq:WP_000949587.1, SO:0001217, UniParc:UPI00005B46F1, UniRef:UniRef100_A0A9Q1VVU7, UniRef:UniRef50_A0A9Q1VVU7, UniRef:UniRef90_A0A9Q1VVU7
chromosome	cds	2820199	2821839	-	GBJ002_02936	oppA	Solute-binding protein family 5 domain-containing protein	COG:COG4166, COG:E, KEGG:K15580, RefSeq:WP_000731067.1, SO:0001217, UniParc:UPI00005B4CB5, UniRef:UniRef100_A0AB35PIK4, UniRef:UniRef50_B1YJ52, UniRef:UniRef90_J9B4P6
chromosome	cds	2822244	2823884	-	GBJ002_02937	oppA	Solute-binding protein family 5 domain-containing protein	COG:COG4166, COG:E, RefSeq:WP_000726450.1, SO:0001217, UniParc:UPI00005B511B, UniRef:UniRef100_A0AB35PKT4, UniRef:UniRef50_J8E6X3, UniRef:UniRef90_J9BIU1
chromosome	ncRNA-region	2824017	2824121	-			SAM riboswitch aptamer (S box leader)	RFAM:RF00162, SO:0000140
chromosome	cds	2824274	2825107	-	GBJ002_02938	aRA1	Glyoxal reductase	COG:COG0656, COG:Q, RefSeq:WP_000176911.1, SO:0001217, UniParc:UPI00005B4CC5, UniRef:UniRef100_A0AB35PJI7, UniRef:UniRef50_Q4DJ07, UniRef:UniRef90_A0A090Z029
chromosome	cds	2825109	2825912	-	GBJ002_02939	proC	pyrroline-5-carboxylate reductase	COG:COG0345, COG:E, EC:1.5.1.2, GO:0004735, GO:0006561, KEGG:K00286, RefSeq:WP_000956242.1, SO:0001217, UniParc:UPI00005B4B35, UniRef:UniRef100_A0AB35PIL6, UniRef:UniRef50_D5DQA7, UniRef:UniRef90_A0A5M9GRG0
chromosome	cds	2826029	2826172	+	GBJ002_02940	pnuC	Nicotinamide mononucleotide transporter PnuC	RefSeq:WP_000237933.1, SO:0001217, UniParc:UPI00016B8BC4, UniRef:UniRef100_A0A9W5QZZ5, UniRef:UniRef50_A0A9W5QZZ5, UniRef:UniRef90_A0A9W5QZZ5
chromosome	cds	2826240	2827091	-	GBJ002_02941	glcU	Putative sugar uptake protein BC_0219	COG:COG4975, COG:G, GO:0005886, GO:0015144, KEGG:K05340, RefSeq:WP_000353549.1, SO:0001217, UniParc:UPI00005B4120, UniRef:UniRef100_A0A2A8XHU5, UniRef:UniRef50_P40420, UniRef:UniRef90_Q81VJ7
chromosome	cds	2827391	2828065	-	GBJ002_02942	modB	molybdate ABC transporter permease subunit	COG:COG4149, COG:P, GO:0005886, GO:0015412, GO:0015689, GO:0055052, RefSeq:WP_000020519.1, SO:0001217, UniParc:UPI00005B4B39, UniRef:UniRef100_A0A9Q7J866, UniRef:UniRef50_A0A6N8U5K6, UniRef:UniRef90_A0A640MC26
chromosome	cds	2828071	2828877	-	GBJ002_02943	modA	molybdate ABC transporter substrate-binding protein	COG:COG0725, COG:P, GO:0015412, GO:0015689, GO:0030288, GO:0030973, GO:0055052, RefSeq:WP_001032237.1, SO:0001217, UniParc:UPI00005B4FAF, UniRef:UniRef100_A0A9W7Q1K5, UniRef:UniRef50_A0A3S0KJR5, UniRef:UniRef90_A0A0G8EGI3
chromosome	cds	2829038	2829958	+	GBJ002_02944	yvgK	Helix-turn-helix domain-containing protein	COG:COG1910, COG:P, RefSeq:WP_014895373.1, SO:0001217, UniParc:UPI00027B3BC1, UniRef:UniRef100_A0AB35PMX4, UniRef:UniRef50_O32207, UniRef:UniRef90_A0A2B0Y8L6
chromosome	cds	2830288	2830389	-	GBJ002_02945		Cyclic lactone autoinducer peptide	SO:0001217, UniParc:UPI0002411D50, UniRef:UniRef100_A0A9X6KB80, UniRef:UniRef50_A0A366FYP7, UniRef:UniRef90_B9J0J6
chromosome	cds	2830530	2831396	-	GBJ002_02946	czcR	HTH-type transcriptional regulator CzcR	COG:COG0583, COG:K, GO:0000976, GO:0003700, RefSeq:WP_000423024.1, SO:0001217, UniParc:UPI0001A1F588, UniRef:UniRef100_A0A9Q7J5C2, UniRef:UniRef50_Q81IX0, UniRef:UniRef90_Q81IX0
chromosome	cds	2831524	2832492	+	GBJ002_02947	rhaT	EamA domain-containing protein	COG:COG0697, COG:GER, RefSeq:WP_016083974.1, SO:0001217, UniParc:UPI0003300C46, UniRef:UniRef100_A0A9W7PP91, UniRef:UniRef50_O07086, UniRef:UniRef90_J9B5D1
chromosome	cds	2832514	2832654	+	GBJ002_02948	yrzO	YrzO family protein	RefSeq:WP_000894065.1, SO:0001217, UniParc:UPI000018DCED, UniRef:UniRef100_Q81IW9, UniRef:UniRef50_Q81IW9, UniRef:UniRef90_Q81IW9
chromosome	cds	2832823	2832924	-	GBJ002_02949		Cyclic lactone autoinducer peptide	SO:0001217, UniParc:UPI00027B3BC2, UniRef:UniRef100_A0A9X8BUJ4, UniRef:UniRef50_A0A366FYP7, UniRef:UniRef90_J8C4J6
chromosome	cds	2833148	2833753	+	GBJ002_02950	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG:COG0204, COG:I, RefSeq:WP_000277776.1, SO:0001217, UniParc:UPI00005B46F4, UniRef:UniRef100_A0A9X6TR46, UniRef:UniRef50_O07584, UniRef:UniRef90_A0A0A0WVX6
chromosome	cds	2833934	2834035	-	GBJ002_02951		Cyclic lactone autoinducer peptide	SO:0001217, UniParc:UPI000278C013, UniRef:UniRef100_A0A1C3Z8U1, UniRef:UniRef50_A0A366FYP7, UniRef:UniRef90_Q73EX9
chromosome	cds	2834227	2835204	+	GBJ002_02952	purR	HTH lacI-type domain-containing protein	COG:COG1609, COG:K, RefSeq:WP_001273903.1, SO:0001217, UniParc:UPI000018DCF1, UniRef:UniRef100_Q81IW5, UniRef:UniRef50_J9B5C8, UniRef:UniRef90_J8D9P0
chromosome	cds	2835366	2835695	+	GBJ002_02953		YokE-like PH domain-containing protein	RefSeq:WP_001004219.1, SO:0001217, UniParc:UPI0001A17746, UniRef:UniRef100_A0A9Q7J1G8, UniRef:UniRef50_Q81IW4, UniRef:UniRef90_Q81IW4
chromosome	cds	2835814	2836650	+	GBJ002_02954	yitT	DUF2179 domain-containing protein	COG:COG1284, COG:S, RefSeq:WP_000248045.1, SO:0001217, UniParc:UPI000018DCF3, UniRef:UniRef100_A0A9X7GBA4, UniRef:UniRef50_P94357, UniRef:UniRef90_A0A090YL90
chromosome	cds	2836789	2837145	+	GBJ002_02955	yxeA	Ferrichrome ABC transporter permease	COG:COG5294, COG:S, RefSeq:WP_000728422.1, SO:0001217, UniParc:UPI000018DCF4, UniRef:UniRef100_Q81IW3, UniRef:UniRef50_Q81IW3, UniRef:UniRef90_Q81IW3
chromosome	cds	2837711	2837824	+	GBJ002_02956		Iron ABC transporter permease	SO:0001217, UniParc:UPI00016B3EE8, UniRef:UniRef100_A0A9Q5N2A8, UniRef:UniRef50_A0A0D6SWK3, UniRef:UniRef90_A0A0D6SWK3
chromosome	cds	2837883	2838647	+	GBJ002_02957	tatD	Sec-independent secretion TatD	COG:COG0084, COG:N, EC:3.1.21.-, KEGG:K03424, RefSeq:WP_000871104.1, SO:0001217, UniParc:UPI0001A1F58A, UniRef:UniRef100_A0A9X7J7E2, UniRef:UniRef50_A0A0G8BUF2, UniRef:UniRef90_Q81IW2
chromosome	cds	2838764	2840413	-	GBJ002_02958	ydaL	DUF2334 domain-containing protein	COG:COG5298, COG:R, RefSeq:WP_000759042.1, SO:0001217, UniParc:UPI0001A1F58B, UniRef:UniRef100_A0AB35PLI1, UniRef:UniRef50_A0A9W3S6V7, UniRef:UniRef90_A0A6L7HRI2
chromosome	cds	2840654	2841187	+	GBJ002_02959		Transglycosylase SLT domain-containing protein	RefSeq:WP_000713249.1, SO:0001217, UniParc:UPI000018DCF7, UniRef:UniRef100_Q81IW0, UniRef:UniRef50_J8D9Z2, UniRef:UniRef90_J8D9Z2
chromosome	cds	2841225	2841986	-	GBJ002_02960	galT	Galactose-1-phosphate uridylyltransferase	COG:COG1085, COG:G, RefSeq:WP_002162952.1, SO:0001217, UniParc:UPI00016B8E68, UniRef:UniRef100_A0A9Q7NA94, UniRef:UniRef50_Q81IV9, UniRef:UniRef90_Q81IV9
chromosome	cds	2842123	2842251	-	GBJ002_02961		Spore coat protein B	RefSeq:WP_002083998.1, SO:0001217, UniParc:UPI0001A1774C, UniRef:UniRef100_A0A9Q7N8P4, UniRef:UniRef50_B7HJQ2, UniRef:UniRef90_B7HJQ2
chromosome	cds	2842931	2844811	+	GBJ002_02962	abc-f	ribosomal protection-like ABC-F family protein	COG:COG0488, COG:R, GO:0003677, GO:0005524, GO:0016887, SO:0001217, UniParc:UPI00027B3CFF, UniRef:UniRef100_A0AB35PKE9, UniRef:UniRef50_A0A0B5NSL0, UniRef:UniRef90_A0A0B5NSL0
chromosome	cds	2845225	2845422	-	GBJ002_02963		Group-specific protein	RefSeq:WP_000369259.1, SO:0001217, UniParc:UPI00006B75DA, UniRef:UniRef100_A0A9X6VB07, UniRef:UniRef50_Q81IV6, UniRef:UniRef90_Q81IV6
chromosome	cds	2845791	2847518	+	GBJ002_02964	ddpA	Solute-binding protein family 5 domain-containing protein	COG:COG0747, COG:E, RefSeq:WP_000730664.1, SO:0001217, UniParc:UPI00027B3D00, UniRef:UniRef100_A0AB35PLS2, UniRef:UniRef50_J8DA01, UniRef:UniRef90_J9B5A7
chromosome	cds	2847622	2848578	+	GBJ002_02965	dppB	ABC transmembrane type-1 domain-containing protein	COG:COG0601, COG:EP, RefSeq:WP_000860748.1, SO:0001217, UniParc:UPI00016B4236, UniRef:UniRef100_A0A9X0KER8, UniRef:UniRef50_J8HGM7, UniRef:UniRef90_J8EVV0
chromosome	cds	2848592	2849512	+	GBJ002_02966	opp4C	oligopeptide ABC transporter permease	COG:COG1173, COG:EP, GO:0043190, GO:0140359, RefSeq:WP_000451075.1, SO:0001217, UniParc:UPI00016B8E6C, UniRef:UniRef100_A0A9X7P8G0, UniRef:UniRef50_J7ZSB9, UniRef:UniRef90_J7ZSB9
